PLAYER_ID,Name,HEIGHT,WEIGHT,POSITION,SEASON_EXP,DRAFT_NUMBER,SEASON_ID,TEAM_ABBREVIATION_y,GP,GS/G,MIN/G,REB/G,AST/G,STL/G,BLK/G,TOV/G,PTS/G,Salary
201939,Stephen Curry,187.96,185,Guard,8,7,2017-18,GSW,51,1.0,31.98,5.12,6.08,1.57,0.16,3.0,26.39,37.46
200794,Paul Millsap,200.66,257,Forward,11,47,2017-18,DEN,38,0.97,30.08,6.45,2.76,1.03,1.16,1.92,14.61,31.27
200768,Kyle Lowry,182.88,196,Guard,11,24,2017-18,TOR,78,1.0,32.18,5.56,6.88,1.09,0.24,2.35,16.24,31.2
202330,Gordon Hayward,200.66,225,Forward,7,9,2017-18,BOS,1,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,29.73
201144,Mike Conley,182.88,175,Guard,10,4,2017-18,MEM,12,1.0,31.08,2.25,4.08,1.0,0.25,1.5,17.08,28.53
201566,Russell Westbrook,193.04,200,Guard,9,4,2017-18,OKC,80,1.0,36.42,10.05,10.25,1.84,0.25,4.76,25.35,28.53
201935,James Harden,195.58,220,Guard,8,3,2017-18,HOU,72,1.0,35.43,5.4,8.75,1.75,0.69,4.38,30.43,28.3
201942,DeMar DeRozan,198.12,220,Forward-Guard,8,9,2017-18,TOR,80,1.0,33.9,3.94,5.21,1.06,0.28,2.19,23.0,27.74
201143,Al Horford,205.74,240,Forward-Center,10,3,2017-18,BOS,72,1.0,31.62,7.38,4.71,0.6,1.08,1.83,12.88,27.73
2546,Carmelo Anthony,200.66,238,Forward,14,3,2017-18,OKC,78,1.0,32.06,5.81,1.32,0.6,0.63,1.27,16.17,26.24
203081,Damian Lillard,187.96,195,Guard,5,6,2017-18,POR,73,1.0,36.58,4.45,6.59,1.05,0.37,2.82,26.88,26.15
201950,Jrue Holiday,193.04,205,Guard,8,17,2017-18,NOP,81,1.0,36.14,4.51,6.0,1.52,0.79,2.63,18.98,25.69
203078,Bradley Beal,193.04,207,Guard,5,3,2017-18,WAS,82,1.0,36.3,4.43,4.55,1.17,0.44,2.61,22.65,25.43
203083,Andre Drummond,210.82,279,Center,5,9,2017-18,DET,78,1.0,33.65,15.99,3.04,1.46,1.63,2.56,15.01,25.43
202355,Hassan Whiteside,213.36,265,Center,7,33,2017-18,MIA,54,1.0,25.26,11.44,1.0,0.69,1.74,1.7,13.96,25.43
203954,Joel Embiid,213.36,280,Forward-Center,3,3,2017-18,PHI,63,1.0,30.35,10.95,3.16,0.63,1.76,3.71,22.94,25.25
101108,Chris Paul,182.88,175,Guard,12,4,2017-18,HOU,58,1.0,31.84,5.4,7.88,1.66,0.24,2.21,18.64,24.6
203507,Giannis Antetokounmpo,210.82,243,Forward,4,15,2017-18,MIL,75,1.0,36.75,10.04,4.81,1.45,1.41,2.97,26.85,24.16
201567,Kevin Love,203.2,251,Forward-Center,9,5,2017-18,CLE,59,1.0,27.98,9.25,1.75,0.73,0.41,1.53,17.61,24.12
201587,Nicolas Batum,203.2,230,Forward-Guard,9,25,2017-18,CHA,64,1.0,30.95,4.78,5.45,1.02,0.36,2.05,11.56,24.0
203468,CJ McCollum,190.5,190,Guard,4,10,2017-18,POR,81,1.0,36.1,3.96,3.36,0.95,0.43,1.86,21.38,23.96
2730,Dwight Howard,208.28,265,Forward-Center,13,1,2017-18,CHA,81,1.0,30.41,12.49,1.3,0.59,1.62,2.57,16.63,23.82
203076,Anthony Davis,208.28,253,Forward-Center,5,1,2017-18,NOP,75,1.0,36.36,11.08,2.32,1.53,2.57,2.16,28.13,23.78
203084,Harrison Barnes,203.2,225,Forward,5,7,2017-18,DAL,77,1.0,34.21,6.08,1.97,0.64,0.18,1.53,18.86,23.11
201572,Brook Lopez,215.9,282,Center,9,10,2017-18,LAL,74,0.97,23.45,3.97,1.7,0.41,1.32,1.32,12.99,22.64
201188,Marc Gasol,210.82,255,Center,9,48,2017-18,MEM,73,1.0,32.99,8.11,4.18,0.74,1.38,2.66,17.23,22.64
201599,DeAndre Jordan,210.82,265,Center,9,35,2017-18,LAC,77,1.0,31.47,15.21,1.52,0.51,0.91,1.78,12.04,22.64
203500,Steven Adams,210.82,265,Center,4,12,2017-18,OKC,76,1.0,32.72,9.01,1.16,1.21,1.03,1.68,13.89,22.47
203497,Rudy Gobert,215.9,258,Center,4,27,2017-18,UTA,56,1.0,32.43,10.73,1.43,0.79,2.3,1.91,13.5,21.92
200746,LaMarcus Aldridge,210.82,250,Forward-Center,11,2,2017-18,SAS,75,1.0,33.45,8.47,2.03,0.57,1.2,1.48,23.13,21.46
203506,Victor Oladipo,190.5,213,Guard,4,2,2017-18,IND,75,1.0,34.03,5.2,4.31,2.36,0.76,2.92,23.13,21.0
201568,Danilo Gallinari,208.28,236,Forward,9,6,2017-18,LAC,21,1.0,31.95,4.81,1.95,0.62,0.48,1.24,15.29,20.56
202331,Paul George,203.2,220,Forward,7,10,2017-18,OKC,79,1.0,36.59,5.66,3.33,2.04,0.49,2.68,21.95,19.51
202710,Jimmy Butler,200.66,230,Forward,6,30,2017-18,MIN,59,1.0,36.68,5.32,4.88,1.97,0.41,1.83,22.15,19.3
201952,Jeff Teague,190.5,195,Guard,8,19,2017-18,MIN,70,1.0,33.01,2.99,7.03,1.46,0.33,2.53,14.2,19.0
202695,Kawhi Leonard,200.66,225,Forward,6,15,2017-18,SAS,9,1.0,23.33,4.67,2.33,2.0,1.0,1.78,16.22,18.87
202681,Kyrie Irving,187.96,195,Guard,6,1,2017-18,BOS,60,1.0,32.18,3.78,5.1,1.08,0.28,2.32,24.43,18.87
201149,Joakim Noah,210.82,232,Forward-Center,10,9,2017-18,NYK,7,0.0,5.71,2.0,0.57,0.29,0.29,0.57,1.71,18.53
201609,Goran Dragic,193.04,190,Guard,9,45,2017-18,MIA,75,1.0,31.71,4.08,4.79,0.84,0.16,2.21,17.28,18.11
203145,Kent Bazemore,193.04,195,Forward-Guard,5,61,2017-18,ATL,65,1.0,27.52,3.82,3.51,1.54,0.69,2.42,12.86,18.09
202326,DeMarcus Cousins,208.28,270,Center,7,5,2017-18,NOP,48,1.0,36.19,12.85,5.35,1.65,1.58,5.04,25.21,18.06
202083,Wesley Matthews,195.58,220,Guard,8,61,2017-18,DAL,63,1.0,33.83,3.14,2.73,1.21,0.25,1.32,12.73,17.88
202691,Klay Thompson,198.12,220,Guard,6,11,2017-18,GSW,73,1.0,34.3,3.79,2.53,0.75,0.47,1.75,20.01,17.83
203484,Kentavious Caldwell-Pope,195.58,204,Guard,4,8,2017-18,LAL,74,1.0,33.22,5.23,2.19,1.43,0.22,1.31,13.41,17.75
203110,Draymond Green,198.12,230,Forward,5,35,2017-18,GSW,70,1.0,32.67,7.64,7.26,1.36,1.3,2.89,11.04,17.47
202684,Tristan Thompson,205.74,254,Forward-Center,6,4,2017-18,CLE,53,0.42,20.23,6.64,0.62,0.3,0.32,0.68,5.79,17.47
203501,Tim Hardaway Jr.,195.58,205,Forward-Guard,4,24,2017-18,NYK,57,0.95,33.07,3.93,2.72,1.09,0.18,1.61,17.47,17.32
2736,Luol Deng,205.74,237,Forward,13,7,2017-18,LAL,1,1.0,13.0,0.0,1.0,1.0,0.0,1.0,2.0,17.19
202323,Evan Turner,198.12,220,Forward-Guard,7,2,2017-18,POR,79,0.51,25.75,3.09,2.19,0.59,0.37,1.25,8.22,17.13
202704,Reggie Jackson,187.96,208,Guard,6,24,2017-18,DET,45,1.0,26.69,2.78,5.29,0.6,0.09,2.2,14.58,17.04
202687,Bismack Biyombo,203.2,255,Center,6,7,2017-18,ORL,82,0.3,18.23,5.71,0.8,0.26,1.16,1.02,5.71,17.0
203095,Evan Fournier,198.12,205,Forward-Guard,5,20,2017-18,ORL,57,1.0,32.23,3.16,2.89,0.82,0.28,1.67,17.77,17.0
202685,Jonas Valanciunas,210.82,265,Center,5,5,2017-18,TOR,77,1.0,22.43,8.57,1.05,0.38,0.9,1.49,12.73,16.54
2200,Pau Gasol,213.36,250,Forward-Center,16,3,2017-18,SAS,77,0.82,23.53,8.04,3.09,0.31,1.03,1.4,10.06,16.0
202389,Timofey Mozgov,215.9,275,Center,7,61,2017-18,BKN,31,0.42,11.58,3.16,0.35,0.16,0.42,1.06,4.23,16.0
101133,Ian Mahinmi,210.82,262,Center,10,28,2017-18,WAS,77,0.0,14.87,4.05,0.69,0.49,0.55,1.3,4.75,15.94
203471,Dennis Schroder,185.42,175,Guard,4,17,2017-18,ATL,67,1.0,31.01,3.1,6.22,1.07,0.09,2.73,19.42,15.5
2225,Tony Parker,187.96,185,Guard,16,28,2017-18,SAS,55,0.38,19.47,1.73,3.55,0.51,0.02,1.24,7.65,15.45
201960,DeMarre Carroll,198.12,215,Forward,8,27,2017-18,BKN,73,1.0,29.86,6.56,2.01,0.81,0.41,1.41,13.47,15.4
2738,Andre Iguodala,198.12,215,Forward-Guard,13,9,2017-18,GSW,64,0.11,25.34,3.84,3.28,0.84,0.59,1.05,6.0,14.81
2747,JR Smith,198.12,220,Guard,13,18,2017-18,CLE,80,0.76,28.05,2.94,1.76,0.85,0.14,1.01,8.28,14.72
201949,James Johnson,200.66,240,Forward,8,16,2017-18,MIA,73,0.56,26.62,4.9,3.84,0.96,0.7,1.93,10.79,14.65
201937,Ricky Rubio,187.96,190,Guard,6,5,2017-18,UTA,77,1.0,29.27,4.56,5.32,1.57,0.14,2.69,13.09,14.28
204060,Joe Ingles,205.74,220,Forward-Guard,3,61,2017-18,UTA,82,0.99,31.45,4.2,4.78,1.1,0.24,1.94,11.46,14.14
203476,Gorgui Dieng,208.28,248,Center,4,21,2017-18,MIN,79,0.0,16.87,4.56,0.9,0.57,0.49,0.75,5.95,14.11
101107,Marvin Williams,203.2,237,Forward,12,2,2017-18,CHA,78,1.0,25.72,4.74,1.23,0.72,0.49,0.85,9.54,14.09
203486,Mason Plumlee,208.28,254,Forward-Center,4,22,2017-18,DEN,74,0.35,19.45,5.41,1.92,0.66,1.09,1.38,7.08,14.04
201959,Taj Gibson,205.74,232,Forward,8,26,2017-18,MIN,82,1.0,33.24,7.12,1.21,0.76,0.72,1.09,12.18,14.0
201152,Thaddeus Young,203.2,225,Forward,10,12,2017-18,IND,81,1.0,32.19,6.32,1.88,1.67,0.44,1.3,11.79,13.96
203469,Cody Zeller,210.82,240,Forward-Center,4,4,2017-18,CHA,33,0.0,19.0,5.36,0.94,0.42,0.64,1.0,7.06,13.53
203077,Michael Kidd-Gilchrist,198.12,232,Forward,5,2,2017-18,CHA,74,1.0,25.0,4.08,0.96,0.69,0.43,0.72,9.2,13.0
2199,Tyson Chandler,213.36,235,Center,16,2,2017-18,PHX,46,1.0,25.02,9.09,1.15,0.35,0.59,1.28,6.52,13.0
201569,Eric Gordon,190.5,215,Guard,9,7,2017-18,HOU,69,0.43,31.22,2.46,2.23,0.64,0.39,1.88,18.01,12.94
202702,Kenneth Faried,203.2,220,Forward-Center,6,22,2017-18,DEN,32,0.22,14.41,4.78,0.56,0.38,0.41,0.72,5.88,12.92
202696,Nikola Vucevic,208.28,260,Center,6,16,2017-18,ORL,57,1.0,29.53,9.18,3.35,0.98,1.09,1.91,16.47,12.75
203085,Austin Rivers,193.04,200,Guard,5,10,2017-18,LAC,61,0.97,33.72,2.38,3.97,1.21,0.26,1.79,15.08,12.65
203482,Kelly Olynyk,210.82,240,Forward-Center,4,13,2017-18,MIA,76,0.29,23.41,5.67,2.72,0.82,0.46,1.93,11.47,12.54
202391,Jeremy Lin,190.5,200,Guard,7,61,2017-18,BKN,1,1.0,25.0,0.0,4.0,0.0,0.0,3.0,18.0,12.52
203101,Miles Plumlee,210.82,249,Center,5,26,2017-18,ATL,55,0.64,16.69,4.15,0.82,0.31,0.55,1.15,4.31,12.5
2216,Zach Randolph,205.74,250,Forward,16,19,2017-18,SAC,59,0.98,25.56,6.73,2.15,0.71,0.17,1.97,14.53,12.31
201584,Courtney Lee,195.58,215,Guard,9,22,2017-18,NYK,76,0.91,30.39,2.95,2.37,1.05,0.22,1.11,12.01,12.25
201163,Wilson Chandler,203.2,235,Forward,10,23,2017-18,DEN,74,0.96,31.7,5.38,2.15,0.58,0.53,1.24,9.97,12.02
202324,Derrick Favors,205.74,265,Forward,7,3,2017-18,UTA,77,1.0,27.96,7.17,1.32,0.7,1.06,1.14,12.26,12.0
203079,Dion Waiters,190.5,210,Guard,5,4,2017-18,MIA,30,1.0,30.6,2.57,3.77,0.77,0.3,2.33,14.3,11.55
203089,John Henson,205.74,219,Forward-Center,5,14,2017-18,MIL,76,0.91,25.91,6.75,1.5,0.59,1.43,1.11,8.75,11.33
202692,Alec Burks,195.58,214,Guard,6,12,2017-18,UTA,64,0.02,16.55,3.0,1.05,0.58,0.12,0.94,7.72,10.85
201988,Patty Mills,187.96,180,Guard,8,55,2017-18,SAS,82,0.44,25.7,1.88,2.79,0.67,0.13,1.29,9.99,10.71
203503,Tony Snell,198.12,213,Guard,4,20,2017-18,MIL,75,0.79,27.37,1.88,1.31,0.63,0.37,0.48,6.88,10.61
203082,Terrence Ross,200.66,206,Forward-Guard,5,8,2017-18,ORL,24,0.83,25.0,3.04,1.58,1.12,0.46,1.21,8.71,10.5
202711,Bojan Bogdanovic,200.66,226,Forward,3,31,2017-18,IND,80,1.0,30.81,3.38,1.49,0.69,0.1,1.32,14.26,10.5
203496,Robert Covington,200.66,209,Forward,4,61,2017-18,PHI,80,1.0,31.64,5.41,1.95,1.71,0.9,1.58,12.61,10.46
203090,Maurice Harkless,200.66,220,Forward-Guard,5,15,2017-18,POR,59,0.63,21.42,2.75,0.9,0.81,0.73,0.68,6.53,10.16
202720,Jon Leuer,208.28,228,Forward,6,40,2017-18,DET,8,0.0,17.0,4.0,0.62,0.12,0.38,0.88,5.38,10.0
201162,Jared Dudley,198.12,237,Forward,10,22,2017-18,PHX,48,0.0,14.31,1.96,1.62,0.5,0.23,0.58,3.17,10.0
2744,Al Jefferson,208.28,280,Center,13,15,2017-18,IND,36,0.03,13.44,3.97,0.83,0.44,0.64,0.58,7.0,10.0
203086,Meyers Leonard,213.36,260,Forward-Center,5,11,2017-18,POR,33,0.06,7.7,2.12,0.52,0.21,0.0,0.3,3.39,9.9
