PLAYER_ID,Name,HEIGHT,WEIGHT,POSITION,SEASON_EXP,DRAFT_NUMBER,SEASON_ID,TEAM_ABBREVIATION_y,GP,GS/G,MIN/G,REB/G,AST/G,STL/G,BLK/G,TOV/G,PTS/G,Salary
708,Kevin Garnett,210.82,240.0,Forward,5,5,2000-01,MIN,81,1.0,39.54,11.37,4.95,1.37,1.79,2.84,22.02,19.6
406,Shaquille O'Neal,215.9,325.0,Center,8,1,2000-01,LAL,74,1.0,39.51,12.7,3.74,0.64,2.76,2.95,28.72,19.28
297,Alonzo Mourning,208.28,261.0,Center,8,2,2000-01,MIA,13,0.23,23.54,7.77,0.92,0.31,2.38,2.15,13.62,16.88
165,Hakeem Olajuwon,213.36,255.0,Center,16,1,2000-01,HOU,58,0.95,26.6,7.43,1.24,1.21,1.52,1.4,11.88,16.68
252,Karl Malone,205.74,259.0,Forward,15,13,2000-01,UTA,81,1.0,35.74,8.26,4.46,1.15,0.77,3.01,23.19,15.75
121,Patrick Ewing,213.36,255.0,Center,15,1,2000-01,SEA,79,1.0,26.67,7.41,1.16,0.67,1.15,1.91,9.62,14.0
764,David Robinson,215.9,250.0,Center,11,1,2000-01,SAS,80,1.0,29.64,8.64,1.45,1.0,2.46,1.52,14.39,13.2
937,Scottie Pippen,203.2,228.0,Forward-Guard,13,5,2000-01,POR,64,0.94,33.33,5.2,4.59,1.47,0.55,2.41,11.27,13.15
913,Larry Johnson,200.66,235.0,Forward,9,1,2000-01,NYK,65,1.0,32.43,5.58,1.95,0.6,0.45,1.49,9.92,12.48
56,Gary Payton,193.04,190.0,Guard,10,2,2000-01,SEA,79,1.0,41.06,4.57,8.13,1.61,0.33,2.65,23.08,12.2
431,Shawn Kemp,208.28,280.0,Forward,11,17,2000-01,POR,68,0.04,15.94,3.81,0.96,0.66,0.34,1.46,6.49,11.72
757,Damon Stoudamire,177.8,171.0,Guard,5,7,2000-01,POR,82,1.0,32.35,3.7,5.71,1.29,0.1,2.33,13.0,11.25
304,John Stockton,185.42,175.0,Guard,16,16,2000-01,UTA,82,1.0,29.21,2.77,8.7,1.61,0.26,2.48,11.51,11.0
686,Antonio McDyess,205.74,245.0,Forward-Center,5,2,2000-01,DEN,70,1.0,36.53,12.07,2.09,0.61,1.46,2.31,20.83,10.8
397,Reggie Miller,200.66,195.0,Guard,13,11,2000-01,IND,81,1.0,39.27,3.52,3.21,1.0,0.19,1.64,18.85,10.67
717,Arvydas Sabonis,220.98,292.0,Center,5,24,2000-01,POR,61,0.69,21.3,5.43,1.49,0.66,1.02,1.39,10.1,10.64
980,Zydrunas Ilgauskas,220.98,260.0,Center,3,20,2000-01,CLE,24,1.0,25.67,6.67,0.75,0.62,1.54,2.5,11.71,10.13
950,Stephon Marbury,187.96,205.0,Guard,4,4,2000-01,NJN,67,1.0,38.16,3.06,7.55,1.18,0.07,2.94,23.85,10.13
952,Antoine Walker,205.74,245.0,Forward,4,6,2000-01,BOS,81,1.0,41.89,8.88,5.49,1.7,0.6,3.72,23.36,10.12
949,Shareef Abdur-Rahim,205.74,245.0,Forward,4,3,2000-01,VAN,81,1.0,40.01,9.07,3.09,1.11,0.95,2.85,20.53,10.12
947,Allen Iverson,182.88,165.0,Guard,4,1,2000-01,PHI,71,1.0,41.92,3.85,4.58,2.51,0.28,3.34,31.08,10.12
84,Latrell Sprewell,195.58,195.0,Guard,8,24,2000-01,NYK,77,1.0,39.13,4.51,3.49,1.38,0.36,2.83,17.71,10.12
452,Vin Baker,210.82,240.0,Forward,7,8,2000-01,SEA,76,0.36,28.01,5.66,1.18,0.5,0.96,2.08,12.2,10.12
951,Ray Allen,195.58,205.0,Guard,4,5,2000-01,MIL,82,1.0,38.16,5.22,4.56,1.51,0.24,2.49,22.02,10.12
977,Kobe Bryant,198.12,212.0,Forward-Guard,4,13,2000-01,LAL,68,1.0,41.04,5.87,4.97,1.68,0.63,3.24,28.5,10.12
735,Bryant Reeves,213.36,290.0,Center,5,6,2000-01,VAN,75,0.64,24.39,6.03,1.07,0.57,0.72,1.2,8.29,10.11
1503,Tracy McGrady,203.2,225.0,Forward-Guard,3,9,2000-01,ORL,77,1.0,40.09,7.53,4.57,1.51,1.53,2.57,26.82,9.66
